Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика. исполнителя). подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота; Начальная (максимальная) цена контракта ;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация. осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
44-ФЗ;№0184300000415000148;Электронный аукцион;Поставка судна на воздушной подушке;;;;;13133333.33;RUB;;;;;;;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ   УЧРЕЖДЕНИЕ ЗАПОЛЯРНОГО РАЙОНА ""СЕВЕРНОЕ""";"Управление муниципального имущества Администрации муниципального района ""Заполярный район""";30.10.2015;08.12.2015;Определение поставщика завершено;;30.10.2015;23.11.2015;
44-ФЗ;№0138200003117000004;Электронный аукцион;Поставка судна на воздушной подушке;;'172410112433841010100100240013011412';;;10 000 000,00;RUB;;;;;30.11.33.190: Суда прочие;30.11.33.190: Суда прочие;МИНИСТЕРСТВО ТРАНСПОРТА И ДОРОЖНОГО СТРОИТЕЛЬСТВА КАМЧАТСКОГО КРАЯ;МИНИСТЕРСТВО ТРАНСПОРТА И ДОРОЖНОГО СТРОИТЕЛЬСТВА КАМЧАТСКОГО КРАЯ;31.10.2017;05.12.2017;Определение поставщика завершено;Субъектам малого предпринимательства. социально ориентированным некоммерческим организациям;31.10.2017;16.11.2017;
44-ФЗ;№0184300000416000112;Электронный аукцион;Поставка судна на воздушной подушке;;;;;8 000 000,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ   УЧРЕЖДЕНИЕ ЗАПОЛЯРНОГО РАЙОНА ""СЕВЕРНОЕ""";"УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ИМУЩЕСТВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""ЗАПОЛЯРНЫЙ РАЙОН""";31.08.2016;20.09.2016;Определение поставщика завершено;;31.08.2016;16.09.2016;
44-ФЗ;№0319300010119000150;Электронный аукцион;Поставка судна на воздушной подушке;;'193245707126924570100104494493011244';;;7246666.67;RUB;;;;;"30.11.21.130: Суда пассажирские смешанного плавания ""река - море""";"30.11.21.130: Суда пассажирские смешанного плавания ""река - море""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА СПАСЕНИЯ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫХ ЗАКУПОК""";25.03.2019;01.05.2019;Определение поставщика завершено;;25.03.2019;25.04.2019;
44-ФЗ;№0167300024515000188;Электронный аукцион;Поставка судна на воздушной подушке;;;;;7 000 000,00;RUB;;;;;;;АДМИНИСТРАЦИЯ УВАТСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;Администрация Уватского муниципального района;14.10.2015;14.11.2017;Определение поставщика завершено;;14.10.2015;29.10.2015;
44-ФЗ;№0167300024515000177;Электронный аукцион;Поставка судна на воздушной подушке;;;;;7 000 000,00;RUB;;;;;;;АДМИНИСТРАЦИЯ УВАТСКОГО МУНИЦИПАЛЬНОГО РАЙОНА;Администрация Уватского муниципального района;24.09.2015;14.10.2015;Определение поставщика завершено;;24.09.2015;12.10.2015;
44-ФЗ;№0862300039620000010;Электронный аукцион;Поставка судна на воздушной подушке;;'203660900943466090100100020010000244';;;6458066.67;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ЗАРЕЧНЫЙ ""ЦЕНТР СПАСЕНИЯ""";"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ЗАРЕЧНЫЙ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА""";06.02.2020;14.02.2020;Определение поставщика завершено;Участникам. заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;06.02.2020;14.02.2020;
44-ФЗ;№0134300044420000004;Электронный аукцион;Поставка судна на воздушной подушке;;'203382600026438260100100320013011244';;;5 000 000,00;RUB;;;;;30.11.21.120: Суда речные пассажирские;30.11.21.120: Суда речные пассажирские;АДМИНИСТРАЦИЯ ЗИМИНСКОГО РАЙОННОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ;АДМИНИСТРАЦИЯ ЗИМИНСКОГО РАЙОННОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ;28.02.2020;12.03.2020;Определение поставщика завершено;Участникам. заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;28.02.2020;10.03.2020;
44-ФЗ;№0306100001214000081;Электронный аукцион;Поставка судна на воздушной подушке;;;;;4 700 000,00;RUB;;;;;;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОСУДАРСТВЕННЫЙ ИСТОРИКО-АРХИТЕКТУРНЫЙ И ЭТНОГРАФИЧЕСКИЙ МУЗЕЙ-ЗАПОВЕДНИК ""КИЖИ""";"Федеральное государственное бюджетное учреждение культуры ""Государственный историко-архитектурный и этнографический музей-заповедник ""Кижи""";10.10.2014;15.12.2014;Определение поставщика завершено;;11.10.2014;10.11.2014;
44-ФЗ;№0307300005220000395;Электронный аукцион;Поставка судна на воздушной подушке;;'203110148755111010100101760013012244';;;4543333.33;RUB;;;;;30.12.19.110: Суда прогулочные прочие;30.12.19.110: Суда прогулочные прочие;"УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОГО ОКРУГА ""СЫКТЫВКАР""";"ДЕПАРТАМЕНТ ФИНАНСОВ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОГО ОКРУГА ""СЫКТЫВКАР""";14.07.2020;23.07.2020;Определение поставщика завершено;Субъектам малого предпринимательства. социально ориентированным некоммерческим организациям;14.07.2020;23.07.2020;
44-ФЗ;№0307300005220000063;Электронный аукцион;Поставка судна на воздушной подушке;;'203110148755111010100101330013011244';;;4338166.67;RUB;;;;;30.11.24.121: Суда сухогрузные речные самоходные;30.11.24.121: Суда сухогрузные речные самоходные;"УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОГО ОКРУГА ""СЫКТЫВКАР""";"ДЕПАРТАМЕНТ ФИНАНСОВ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОГО ОКРУГА ""СЫКТЫВКАР""";02.03.2020;12.03.2020;Определение поставщика завершено;Участникам. заявки или окончательные предложения которых содержат предложения о поставке товаров в соответствии с приказом Минфина России от 04.06.2018 № 126н - 15%;02.03.2020;12.03.2020;
44-ФЗ;№0119100013314000050;Электронный аукцион;Поставка судна на воздушной подушке;;;;;4 276 890,00;RUB;;;;;;;СИБИРСКИЙ РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ. ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ;Сибирский региональный центр по делам гражданской обороны. чрезвычайным ситуациям и ликвидации последствий стихийных бедствий;31.07.2014;22.08.2014;Определение поставщика завершено;Субъектам малого предпринимательства и социально ориентированным некоммерческим организациям (в соответствии со статьей 30 Федерального закона № 44-ФЗ);31.07.2014;16.08.2014;
44-ФЗ;№0119100013314000042;Электронный аукцион;поставка судна на воздушной подушке;;;;;4 276 890,00;RUB;;;;;;;СИБИРСКИЙ РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ. ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ;Сибирский региональный центр по делам гражданской обороны. чрезвычайным ситуациям и ликвидации последствий стихийных бедствий;08.07.2014;28.07.2014;Определение поставщика завершено;Субъектам малого предпринимательства и социально ориентированным некоммерческим организациям (в соответствии со статьей 30 Федерального закона № 44-ФЗ);08.07.2014;24.07.2014;
44-ФЗ;№0334100031617000016;Электронный аукцион;Поставка судна на воздушной подушке;;'171381117655438110100100120013011244';;;4 171 433,00;RUB;;;;;30.11.24.121: Суда сухогрузные речные самоходные;30.11.24.121: Суда сухогрузные речные самоходные;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОБЪЕДИНЕННАЯ ДИРЕКЦИЯ ГОСУДАРСТВЕННОГО ПРИРОДНОГО ЗАПОВЕДНИКА ""БАЙКАЛО-ЛЕНСКИЙ"" И ПРИБАЙКАЛЬСКОГО НАЦИОНАЛЬНОГО ПАРКА""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОБЪЕДИНЕННАЯ ДИРЕКЦИЯ ГОСУДАРСТВЕННОГО ПРИРОДНОГО ЗАПОВЕДНИКА ""БАЙКАЛО-ЛЕНСКИЙ"" И ПРИБАЙКАЛЬСКОГО НАЦИОНАЛЬНОГО ПАРКА""";20.07.2017;18.08.2017;Определение поставщика завершено;;20.07.2017;17.08.2017;
